Year,Type of Dwelling,Region and County,County,Average Floor Area per Unit,Planning Permissions Granted,Total Floor Area for which Permission Granted,Units for which Permission Granted
2016,Multi development houses,Kerry,Kerry,120,9,12,100
2016,Multi development houses,Kildare,Kildare,131,25,68,518
2016,Multi development houses,Kilkenny,Kilkenny,105,3,6,57
2016,Multi development houses,Laois,Laois,134,8,19,142
2016,Multi development houses,Limerick,Limerick,148,11,20,135
2016,Multi development houses,Longford,Longford,125,2,1,8
2016,Multi development houses,Louth,Louth,121,17,34,282
2016,Multi development houses,Mayo,Mayo,145,11,21,145
2016,Multi development houses,Meath,Meath,131,23,115,876
2016,Multi development houses,Offaly,Offaly,143,2,1,7
2016,Multi development houses,Roscommon,Roscommon,120,3,9,75
2016,Multi development houses,Sligo,Sligo,119,4,5,42
2016,Multi development houses,Waterford,Waterford,135,12,14,104
2016,Multi development houses,Westmeath,Westmeath,136,6,12,88
2016,Multi development houses,Wexford,Wexford,130,15,37,284
2016,Multi development houses,Wicklow,Wicklow,146,20,75,512
2016,One off houses,Carlow,Carlow,241,54,13,54
2016,One off houses,Cavan,Cavan,244,78,19,78
2016,One off houses,Clare,Clare,252,159,40,159
2016,One off houses,Cork,Cork,238,593,141,593
2016,One off houses,Donegal,Donegal,258,233,60,233
2016,One off houses,Dublin,Dublin,187,337,63,337
2016,One off houses,Galway,Galway,257,265,68,265
2016,One off houses,Kerry,Kerry,242,178,43,178
2016,One off houses,Kildare,Kildare,240,175,42,175
2016,One off houses,Kilkenny,Kilkenny,257,144,37,144
2016,One off houses,Laois,Laois,241,108,26,108
2016,One off houses,Leitrim,Leitrim,273,22,6,22
2016,One off houses,Limerick,Limerick,232,151,35,151
2016,One off houses,Longford,Longford,241,54,13,54
2016,One off houses,Louth,Louth,243,103,25,103
2016,One off houses,Mayo,Mayo,241,203,49,203
2016,One off houses,Meath,Meath,258,275,71,275
2016,One off houses,Monaghan,Monaghan,270,115,31,115
2016,One off houses,Offaly,Offaly,282,78,22,78
2016,One off houses,Roscommon,Roscommon,254,63,16,63
2016,One off houses,Sligo,Sligo,257,74,19,74
2016,One off houses,Waterford,Waterford,225,111,25,111
2016,One off houses,Westmeath,Westmeath,250,108,27,108
2016,One off houses,Wexford,Wexford,237,219,52,219
2016,One off houses,Wicklow,Wicklow,223,130,29,130
2016,Private flats/apartments,Carlow,Carlow,0,4,0,5
2016,Private flats/apartments,Cavan,Cavan,0,5,0,6
2016,Private flats/apartments,Clare,Clare,125,7,1,8
2016,Private flats/apartments,Cork,Cork,86,37,8,93
2016,Private flats/apartments,Donegal,Donegal,0,8,0,12
2016,Private flats/apartments,Dublin,Dublin,93,163,269,2879
2016,Private flats/apartments,Galway,Galway,111,5,1,9
2016,Private flats/apartments,Kerry,Kerry,0,7,0,9
2016,Private flats/apartments,Kildare,Kildare,93,13,4,43
2016,Private flats/apartments,Kilkenny,Kilkenny,65,11,2,31
2016,Private flats/apartments,Laois,Laois,71,9,1,14
2016,Private flats/apartments,Leitrim,Leitrim,0,2,0,2
2016,Private flats/apartments,Limerick,Limerick,108,10,10,93
2016,Private flats/apartments,Longford,Longford,0,2,0,5
2016,Private flats/apartments,Louth,Louth,78,14,5,64
2016,Private flats/apartments,Mayo,Mayo,111,10,2,18
2016,Private flats/apartments,Meath,Meath,83,26,7,84
2016,Private flats/apartments,Monaghan,Monaghan,0,4,0,5
2016,Private flats/apartments,Offaly,Offaly,0,1,0,1
2016,Private flats/apartments,Roscommon,Roscommon,0,2,0,2
2016,Private flats/apartments,Sligo,Sligo,0,1,0,1
2016,Private flats/apartments,Waterford,Waterford,56,13,1,18
2016,Private flats/apartments,Westmeath,Westmeath,111,8,1,9
2016,Private flats/apartments,Wexford,Wexford,88,16,6,68
2016,Private flats/apartments,Wicklow,Wicklow,56,11,1,18
2017,Houses,Carlow,Carlow,136,66,45,332
2017,Houses,Cavan,Cavan,258,114,33,128
2017,Houses,Clare,Clare,180,202,75,417
2017,Houses,Cork,Cork,168,716,288,1714
2017,Houses,Donegal,Donegal,241,364,97,402
2017,Houses,Dublin,Dublin,147,480,402,2727
2017,Houses,Galway,Galway,212,462,135,636
2017,Houses,Kerry,Kerry,176,244,105,597
2017,Houses,Kildare,Kildare,143,207,301,2106
2017,Houses,Kilkenny,Kilkenny,208,194,64,307
2017,Houses,Laois,Laois,187,158,51,273
2017,Houses,Leitrim,Leitrim,238,21,5,21
2017,Houses,Limerick,Limerick,170,200,88,518
2017,Houses,Longford,Longford,231,79,21,91
2017,Houses,Louth,Louth,159,164,69,434
2017,Houses,Mayo,Mayo,211,242,75,356
2017,Houses,Meath,Meath,171,340,201,1173
2017,Houses,Monaghan,Monaghan,263,150,42,160
2017,Houses,Offaly,Offaly,175,113,43,246
2017,Houses,Roscommon,Roscommon,204,94,28,137
2017,Houses,Sligo,Sligo,211,86,24,114
2017,Houses,Waterford,Waterford,160,120,34,213
2017,Houses,Westmeath,Westmeath,207,143,46,222
2017,Houses,Wexford,Wexford,167,279,104,624
2017,Houses,Wicklow,Wicklow,140,194,122,872
2017,Multi development houses,Carlow,Carlow,112,11,31,277
2017,Multi development houses,Cavan,Cavan,167,4,3,18
2017,Multi development houses,Clare,Clare,120,10,27,225
2017,Multi development houses,Cork,Cork,130,63,138,1061
2017,Multi development houses,Donegal,Donegal,114,6,5,44
2017,Multi development houses,Dublin,Dublin,140,118,332,2365
2017,Multi development houses,Galway,Galway,138,15,26,189
2017,Multi development houses,Kerry,Kerry,139,28,53,381
2017,Multi development houses,Kildare,Kildare,133,37,258,1936
2017,Multi development houses,Kilkenny,Kilkenny,151,13,19,126
2017,Multi development houses,Laois,Laois,131,7,16,122
2017,Multi development houses,Limerick,Limerick,131,18,44,336
2017,Multi development houses,Longford,Longford,67,3,1,15
2017,Multi development houses,Louth,Louth,119,15,34,285
2017,Multi development houses,Mayo,Mayo,137,10,17,124
2017,Multi development houses,Meath,Meath,138,28,119,861
2017,Multi development houses,Monaghan,Monaghan,167,2,2,12
2017,Multi development houses,Offaly,Offaly,106,8,15,141
2017,Multi development houses,Roscommon,Roscommon,135,9,7,52
2017,Multi development houses,Sligo,Sligo,133,2,4,30
2017,Multi development houses,Waterford,Waterford,100,7,10,100
2017,Multi development houses,Westmeath,Westmeath,159,9,14,88
2017,Multi development houses,Wexford,Wexford,119,16,43,361
2017,Multi development houses,Wicklow,Wicklow,126,35,90,713
2017,One off houses,Carlow,Carlow,255,55,14,55
2017,One off houses,Cavan,Cavan,273,110,30,110
2017,One off houses,Clare,Clare,250,192,48,192
2017,One off houses,Cork,Cork,230,653,150,653
2017,One off houses,Donegal,Donegal,257,358,92,358
2017,One off houses,Dublin,Dublin,193,362,70,362
2017,One off houses,Galway,Galway,244,447,109,447
2017,One off houses,Kerry,Kerry,241,216,52,216
2017,One off houses,Kildare,Kildare,253,170,43,170
2017,One off houses,Kilkenny,Kilkenny,254,181,46,181
2017,One off houses,Laois,Laois,232,151,35,151
2017,One off houses,Leitrim,Leitrim,238,21,5,21
2017,One off houses,Limerick,Limerick,242,182,44,182
2017,One off houses,Longford,Longford,263,76,20,76
2017,One off houses,Louth,Louth,235,149,35,149
2017,One off houses,Mayo,Mayo,246,232,57,232
2017,One off houses,Meath,Meath,263,312,82,312
2017,One off houses,Monaghan,Monaghan,277,148,41,148
2017,One off houses,Offaly,Offaly,267,105,28,105
2017,One off houses,Roscommon,Roscommon,247,85,21,85
2017,One off houses,Sligo,Sligo,250,84,21,84
2017,One off houses,Waterford,Waterford,212,113,24,113
2017,One off houses,Westmeath,Westmeath,239,134,32,134
2017,One off houses,Wexford,Wexford,232,263,61,263
2017,One off houses,Wicklow,Wicklow,208,159,33,159
2017,Private flats/apartments,Carlow,Carlow,0,3,0,3
2017,Private flats/apartments,Cavan,Cavan,0,4,0,4
2017,Private flats/apartments,Clare,Clare,61,14,2,33
2017,Private flats/apartments,Cork,Cork,94,49,11,117
2017,Private flats/apartments,Donegal,Donegal,85,18,4,47
2017,Private flats/apartments,Dublin,Dublin,87,153,353,4062
2017,Private flats/apartments,Galway,Galway,65,15,2,31
2017,Private flats/apartments,Kerry,Kerry,102,15,5,49
2017,Private flats/apartments,Kildare,Kildare,91,25,6,66
2017,Private flats/apartments,Kilkenny,Kilkenny,76,13,5,66
2017,Private flats/apartments,Laois,Laois,111,6,1,9
2017,Private flats/apartments,Leitrim,Leitrim,0,1,0,3
2017,Private flats/apartments,Limerick,Limerick,74,21,6,81
2017,Private flats/apartments,Longford,Longford,0,2,0,5
2017,Private flats/apartments,Louth,Louth,75,22,3,40
2017,Private flats/apartments,Mayo,Mayo,91,3,2,22
2017,Private flats/apartments,Meath,Meath,82,26,11,134
2017,Private flats/apartments,Monaghan,Monaghan,125,3,1,8
2017,Private flats/apartments,Offaly,Offaly,89,3,4,45
2017,Private flats/apartments,Sligo,Sligo,125,8,1,8
2017,Private flats/apartments,Waterford,Waterford,73,18,4,55
2017,Private flats/apartments,Westmeath,Westmeath,83,7,1,12
2017,Private flats/apartments,Wexford,Wexford,95,15,6,63
2017,Private flats/apartments,Wicklow,Wicklow,61,25,11,179
2018,Houses,Carlow,Carlow,212,64,21,99
2018,Houses,Cavan,Cavan,171,107,44,257
2018,Houses,Clare,Clare,192,254,82,428
2018,Houses,Cork,Cork,146,743,457,3133
2018,Houses,Donegal,Donegal,228,322,82,359
2018,Houses,Dublin,Dublin,141,559,528,3748
2018,Houses,Galway,Galway,183,482,197,1077
2018,Houses,Kerry,Kerry,198,218,69,348
2018,Houses,Kildare,Kildare,140,220,328,2340
2018,Houses,Kilkenny,Kilkenny,178,173,67,377
2018,Houses,Laois,Laois,146,154,93,637
2018,Houses,Leitrim,Leitrim,250,16,4,16
2018,Houses,Limerick,Limerick,160,252,128,799
2018,Houses,Longford,Longford,200,58,16,80
2018,Houses,Louth,Louth,148,158,61,412
2018,Houses,Mayo,Mayo,228,268,66,289
2018,Houses,Meath,Meath,155,353,214,1382
2018,Houses,Monaghan,Monaghan,204,213,65,318
2018,Houses,Offaly,Offaly,174,143,70,402
2018,Houses,Roscommon,Roscommon,218,131,39,179
2018,Houses,Sligo,Sligo,217,101,28,129
2018,Houses,Tipperary,Tipperary,196,215,57,291
2018,Houses,Waterford,Waterford,151,166,105,697
2018,Houses,Westmeath,Westmeath,191,130,41,215
2018,Houses,Wexford,Wexford,156,314,135,868
2018,Houses,Wicklow,Wicklow,147,199,101,686
2018,Multi development houses,Carlow,Carlow,128,4,5,39
2018,Multi development houses,Cavan,Cavan,115,7,18,157
2018,Multi development houses,Clare,Clare,130,11,24,185
2018,Multi development houses,Cork,Cork,124,82,307,2472
2018,Multi development houses,Donegal,Donegal,120,13,6,50
2018,Multi development houses,Dublin,Dublin,134,152,448,3341
2018,Multi development houses,Galway,Galway,130,35,82,630
2018,Multi development houses,Kerry,Kerry,137,9,19,139
2018,Multi development houses,Kildare,Kildare,132,31,285,2151
2018,Multi development houses,Kilkenny,Kilkenny,123,15,27,219
2018,Multi development houses,Laois,Laois,120,16,60,499
2018,Multi development houses,Limerick,Limerick,132,28,76,575
2018,Multi development houses,Longford,Longford,111,5,3,27
2018,Multi development houses,Louth,Louth,100,15,27,269
2018,Multi development houses,Mayo,Mayo,133,9,4,30
2018,Multi development houses,Meath,Meath,123,32,131,1061
2018,Multi development houses,Monaghan,Monaghan,108,6,12,111
2018,Multi development houses,Offaly,Offaly,130,10,35,269
2018,Multi development houses,Roscommon,Roscommon,127,7,7,55
2018,Multi development houses,Sligo,Sligo,121,5,4,33
2018,Multi development houses,Tipperary,Tipperary,124,13,11,89
2018,Multi development houses,Waterford,Waterford,131,18,72,549
2018,Multi development houses,Westmeath,Westmeath,120,15,12,100
2018,Multi development houses,Wexford,Wexford,113,29,66,583
2018,Multi development houses,Wicklow,Wicklow,129,24,66,511
2018,One off houses,Carlow,Carlow,267,60,16,60
2018,One off houses,Cavan,Cavan,260,100,26,100
2018,One off houses,Clare,Clare,239,243,58,243
2018,One off houses,Cork,Cork,227,661,150,661
2018,One off houses,Donegal,Donegal,246,309,76,309
2018,One off houses,Dublin,Dublin,194,407,79,407
2018,One off houses,Galway,Galway,253,447,113,447
2018,One off houses,Kerry,Kerry,234,209,49,209
2018,One off houses,Kildare,Kildare,238,189,45,189
2018,One off houses,Kilkenny,Kilkenny,247,158,39,158
2018,One off houses,Laois,Laois,246,138,34,138
2018,One off houses,Leitrim,Leitrim,250,16,4,16
2018,One off houses,Limerick,Limerick,228,224,51,224
2018,One off houses,Longford,Longford,264,53,14,53
2018,One off houses,Louth,Louth,231,143,33,143
2018,One off houses,Mayo,Mayo,236,259,61,259
2018,One off houses,Meath,Meath,255,321,82,321
2018,One off houses,Monaghan,Monaghan,251,207,52,207
2018,One off houses,Offaly,Offaly,271,133,36,133
2018,One off houses,Roscommon,Roscommon,258,124,32,124
2018,One off houses,Sligo,Sligo,250,96,24,96
2018,One off houses,Tipperary,Tipperary,233,202,47,202
2018,One off houses,Waterford,Waterford,223,148,33,148
2018,One off houses,Westmeath,Westmeath,252,115,29,115
2018,One off houses,Wexford,Wexford,235,285,67,285
2018,One off houses,Wicklow,Wicklow,206,175,36,175
2018,Private flats/apartments,Carlow,Carlow,0,7,0,11
2018,Private flats/apartments,Cavan,Cavan,0,6,0,7
2018,Private flats/apartments,Clare,Clare,0,9,0,9
2018,Private flats/apartments,Cork,Cork,80,75,57,716
2018,Private flats/apartments,Donegal,Donegal,74,14,2,27
2018,Private flats/apartments,Dublin,Dublin,87,204,468,5409
2018,Private flats/apartments,Galway,Galway,87,27,15,173
2018,Private flats/apartments,Kerry,Kerry,83,21,4,48
2018,Private flats/apartments,Kildare,Kildare,85,38,75,885
2018,Private flats/apartments,Kilkenny,Kilkenny,78,16,5,64
2018,Private flats/apartments,Laois,Laois,0,9,0,14
2018,Private flats/apartments,Leitrim,Leitrim,0,1,0,1
2018,Private flats/apartments,Limerick,Limerick,67,24,6,89
2018,Private flats/apartments,Longford,Longford,59,6,1,17
2018,Private flats/apartments,Louth,Louth,77,28,21,273
2018,Private flats/apartments,Mayo,Mayo,0,13,0,16
2018,Private flats/apartments,Meath,Meath,93,42,18,194
2018,Private flats/apartments,Monaghan,Monaghan,91,12,3,33
2018,Private flats/apartments,Offaly,Offaly,36,9,1,28
2018,Private flats/apartments,Roscommon,Roscommon,63,5,1,16
2018,Private flats/apartments,Sligo,Sligo,77,7,1,13
2018,Private flats/apartments,Tipperary,Tipperary,43,12,1,23
2018,Private flats/apartments,Waterford,Waterford,77,13,4,52
2018,Private flats/apartments,Westmeath,Westmeath,57,12,2,35
2018,Private flats/apartments,Wexford,Wexford,70,28,4,57
2018,Private flats/apartments,Wicklow,Wicklow,83,23,9,108
2019,Houses,Carlow,Carlow,158,97,35,221
2019,Houses,Cavan,Cavan,197,112,60,305
2019,Houses,Clare,Clare,187,232,83,443
2019,Houses,Cork,Cork,152,776,438,2884
2019,Houses,Donegal,Donegal,192,386,117,610
2019,Houses,Dublin,Dublin,140,500,321,2290
2019,Houses,Galway,Galway,209,499,158,755
2019,Houses,Kerry,Kerry,186,268,78,420
2019,Houses,Kildare,Kildare,133,208,209,1567
2019,Houses,Kilkenny,Kilkenny,176,210,91,518
2019,Houses,Laois,Laois,146,162,95,652
2019,Houses,Leitrim,Leitrim,217,38,10,46
2019,Houses,Limerick,Limerick,151,254,103,681
2019,Houses,Longford,Longford,165,89,31,188
2019,Houses,Louth,Louth,144,174,111,770
2019,Houses,Mayo,Mayo,212,271,75,353
2019,Houses,Meath,Meath,147,352,258,1752
2019,Houses,Monaghan,Monaghan,186,178,66,355
2019,Houses,Offaly,Offaly,175,163,75,428
2019,Houses,Roscommon,Roscommon,233,116,31,133
2019,Houses,Sligo,Sligo,166,91,30,181
2019,Houses,Tipperary,Tipperary,183,204,71,387
2019,Houses,Waterford,Waterford,150,176,142,944
2019,Houses,Westmeath,Westmeath,188,137,46,245
2019,Houses,Wexford,Wexford,148,325,211,1422
2019,Houses,Wicklow,Wicklow,154,177,100,651
2019,Multi development houses,Carlow,Carlow,103,12,14,136
2019,Multi development houses,Cavan,Cavan,158,9,32,202
2019,Multi development houses,Clare,Clare,130,12,29,223
2019,Multi development houses,Cork,Cork,129,103,285,2211
2019,Multi development houses,Donegal,Donegal,110,12,26,236
2019,Multi development houses,Dublin,Dublin,134,118,256,1908
2019,Multi development houses,Galway,Galway,131,18,36,274
2019,Multi development houses,Kerry,Kerry,123,11,20,163
2019,Multi development houses,Kildare,Kildare,124,47,175,1406
2019,Multi development houses,Kilkenny,Kilkenny,135,19,44,327
2019,Multi development houses,Laois,Laois,120,19,61,509
2019,Multi development houses,Leitrim,Leitrim,100,2,1,10
2019,Multi development houses,Limerick,Limerick,113,25,51,452
2019,Multi development houses,Longford,Longford,93,9,10,108
2019,Multi development houses,Louth,Louth,122,25,76,621
2019,Multi development houses,Mayo,Mayo,130,10,12,92
2019,Multi development houses,Meath,Meath,125,37,180,1437
2019,Multi development houses,Monaghan,Monaghan,126,13,24,190
2019,Multi development houses,Offaly,Offaly,117,9,32,274
2019,Multi development houses,Roscommon,Roscommon,136,5,3,22
2019,Multi development houses,Sligo,Sligo,116,5,11,95
2019,Multi development houses,Tipperary,Tipperary,126,16,25,199
2019,Multi development houses,Waterford,Waterford,137,21,108,789
2019,Multi development houses,Westmeath,Westmeath,133,12,16,120
2019,Multi development houses,Wexford,Wexford,126,34,142,1131
2019,Multi development houses,Wicklow,Wicklow,136,19,67,493
2019,One off houses,Carlow,Carlow,247,85,21,85
2019,One off houses,Cavan,Cavan,272,103,28,103
2019,One off houses,Clare,Clare,241,220,53,220
2019,One off houses,Cork,Cork,226,673,152,673
2019,One off houses,Donegal,Donegal,241,374,90,374
2019,One off houses,Dublin,Dublin,170,382,65,382
2019,One off houses,Galway,Galway,249,481,120,481
2019,One off houses,Kerry,Kerry,226,257,58,257
2019,One off houses,Kildare,Kildare,224,161,36,161
2019,One off houses,Kilkenny,Kilkenny,246,191,47,191
2019,One off houses,Laois,Laois,238,143,34,143
2019,One off houses,Leitrim,Leitrim,250,36,9,36
2019,One off houses,Limerick,Limerick,227,229,52,229
2019,One off houses,Longford,Longford,250,80,20,80
2019,One off houses,Louth,Louth,235,149,35,149
2019,One off houses,Mayo,Mayo,238,261,62,261
2019,One off houses,Meath,Meath,248,315,78,315
2019,One off houses,Monaghan,Monaghan,242,165,40,165
2019,One off houses,Offaly,Offaly,266,154,41,154
2019,One off houses,Roscommon,Roscommon,261,111,29,111
2019,One off houses,Sligo,Sligo,221,86,19,86
2019,One off houses,Tipperary,Tipperary,239,188,45,188
2019,One off houses,Waterford,Waterford,213,155,33,155
2019,One off houses,Westmeath,Westmeath,264,125,33,125
2019,One off houses,Wexford,Wexford,237,291,69,291
2019,One off houses,Wicklow,Wicklow,215,158,34,158
2019,Private flats/apartments,Carlow,Carlow,115,5,3,26
2019,Private flats/apartments,Cavan,Cavan,0,3,0,6
2019,Private flats/apartments,Clare,Clare,30,17,1,33
2019,Private flats/apartments,Cork,Cork,82,90,49,596
2019,Private flats/apartments,Donegal,Donegal,65,14,2,31
2019,Private flats/apartments,Dublin,Dublin,79,246,1032,13119
2019,Private flats/apartments,Galway,Galway,87,20,13,150
2019,Private flats/apartments,Kerry,Kerry,91,26,5,55
2019,Private flats/apartments,Kildare,Kildare,80,50,46,576
2019,Private flats/apartments,Kilkenny,Kilkenny,83,21,6,72
2019,Private flats/apartments,Laois,Laois,101,15,7,69
2019,Private flats/apartments,Leitrim,Leitrim,0,1,0,2
2019,Private flats/apartments,Limerick,Limerick,84,31,13,155
2019,Private flats/apartments,Longford,Longford,0,2,0,2
2019,Private flats/apartments,Louth,Louth,77,14,68,878
2019,Private flats/apartments,Mayo,Mayo,0,5,0,6
2019,Private flats/apartments,Meath,Meath,91,50,96,1054
2019,Private flats/apartments,Monaghan,Monaghan,63,6,1,16
2019,Private flats/apartments,Offaly,Offaly,0,10,0,13
2019,Private flats/apartments,Roscommon,Roscommon,0,3,0,3
2019,Private flats/apartments,Sligo,Sligo,59,9,2,34
2019,Private flats/apartments,Tipperary,Tipperary,53,10,1,19
2019,Private flats/apartments,Waterford,Waterford,76,21,17,224
2019,Private flats/apartments,Westmeath,Westmeath,117,15,7,60
2019,Private flats/apartments,Wexford,Wexford,97,37,28,288
2019,Private flats/apartments,Wicklow,Wicklow,86,23,30,349
2020,Houses,Carlow,Carlow,141,78,28,198
2020,Houses,Cavan,Cavan,228,97,29,127
2020,Houses,Clare,Clare,165,172,65,394
2020,Houses,Cork,Cork,158,687,280,1777
2020,Houses,Donegal,Donegal,168,358,123,730
2020,Houses,Dublin,Dublin,141,400,242,1717
2020,Houses,Galway,Galway,215,478,141,656
2020,Houses,Kerry,Kerry,176,194,59,336
2020,Houses,Kildare,Kildare,130,234,281,2156
2020,Houses,Kilkenny,Kilkenny,189,212,77,408
2020,Houses,Laois,Laois,148,166,86,580
2020,Houses,Leitrim,Leitrim,237,45,14,59
2020,Houses,Limerick,Limerick,163,250,87,533
2020,Houses,Longford,Longford,158,84,32,202
2020,Houses,Louth,Louth,134,142,84,626
2020,Houses,Mayo,Mayo,207,242,68,328
2020,Houses,Meath,Meath,150,508,328,2186
2020,Houses,Monaghan,Monaghan,208,154,42,202
2020,Houses,Offaly,Offaly,172,132,51,296
2020,Houses,Roscommon,Roscommon,203,72,28,138
2020,Houses,Sligo,Sligo,167,73,33,198
2020,Houses,Tipperary,Tipperary,149,166,73,491
2020,Houses,Waterford,Waterford,174,160,52,298
2020,Houses,Westmeath,Westmeath,149,147,86,577
2020,Houses,Wexford,Wexford,152,307,132,870
2020,Houses,Wicklow,Wicklow,134,195,151,1128
2020,Multi development houses,Carlow,Carlow,94,8,12,128
2020,Multi development houses,Cavan,Cavan,167,6,6,36
2020,Multi development houses,Clare,Clare,119,14,28,236
2020,Multi development houses,Cork,Cork,123,59,141,1149
2020,Multi development houses,Donegal,Donegal,104,23,41,395
2020,Multi development houses,Dublin,Dublin,134,91,189,1408
2020,Multi development houses,Galway,Galway,126,13,24,191
2020,Multi development houses,Kerry,Kerry,109,14,17,156
2020,Multi development houses,Kildare,Kildare,120,48,237,1970
2020,Multi development houses,Kilkenny,Kilkenny,139,12,29,208
2020,Multi development houses,Laois,Laois,105,13,45,427
2020,Multi development houses,Leitrim,Leitrim,118,3,2,17
2020,Multi development houses,Limerick,Limerick,120,25,37,308
2020,Multi development houses,Longford,Longford,94,10,12,128
2020,Multi development houses,Louth,Louth,110,17,55,501
2020,Multi development houses,Mayo,Mayo,122,12,12,98
2020,Multi development houses,Meath,Meath,122,39,210,1717
2020,Multi development houses,Monaghan,Monaghan,111,6,6,54
2020,Multi development houses,Offaly,Offaly,109,10,19,174
2020,Multi development houses,Roscommon,Roscommon,159,3,11,69
2020,Multi development houses,Sligo,Sligo,129,7,17,132
2020,Multi development houses,Tipperary,Tipperary,109,13,37,338
2020,Multi development houses,Waterford,Waterford,119,13,18,151
2020,Multi development houses,Westmeath,Westmeath,123,17,55,447
2020,Multi development houses,Wexford,Wexford,110,21,64,584
2020,Multi development houses,Wicklow,Wicklow,122,35,118,968
2020,One off houses,Carlow,Carlow,229,70,16,70
2020,One off houses,Cavan,Cavan,253,91,23,91
2020,One off houses,Clare,Clare,241,158,38,158
2020,One off houses,Cork,Cork,221,628,139,628
2020,One off houses,Donegal,Donegal,245,335,82,335
2020,One off houses,Dublin,Dublin,172,309,53,309
2020,One off houses,Galway,Galway,252,465,117,465
2020,One off houses,Kerry,Kerry,233,180,42,180
2020,One off houses,Kildare,Kildare,231,186,43,186
2020,One off houses,Kilkenny,Kilkenny,245,200,49,200
2020,One off houses,Laois,Laois,275,153,42,153
2020,One off houses,Leitrim,Leitrim,262,42,11,42
2020,One off houses,Limerick,Limerick,222,225,50,225
2020,One off houses,Longford,Longford,270,74,20,74
2020,One off houses,Louth,Louth,240,125,30,125
2020,One off houses,Mayo,Mayo,243,230,56,230
2020,One off houses,Meath,Meath,252,469,118,469
2020,One off houses,Monaghan,Monaghan,243,148,36,148
2020,One off houses,Offaly,Offaly,270,122,33,122
2020,One off houses,Roscommon,Roscommon,246,69,17,69
2020,One off houses,Sligo,Sligo,227,66,15,66
2020,One off houses,Tipperary,Tipperary,242,153,37,153
2020,One off houses,Waterford,Waterford,224,147,33,147
2020,One off houses,Westmeath,Westmeath,238,130,31,130
2020,One off houses,Wexford,Wexford,234,286,67,286
2020,One off houses,Wicklow,Wicklow,206,160,33,160
2020,Private flats/apartments,Carlow,Carlow,43,9,1,23
2020,Private flats/apartments,Cavan,Cavan,0,3,0,8
2020,Private flats/apartments,Clare,Clare,82,14,8,98
2020,Private flats/apartments,Cork,Cork,68,56,14,207
2020,Private flats/apartments,Donegal,Donegal,83,19,11,132
2020,Private flats/apartments,Dublin,Dublin,73,231,1411,19362
2020,Private flats/apartments,Galway,Galway,83,19,7,84
2020,Private flats/apartments,Kerry,Kerry,43,13,1,23
2020,Private flats/apartments,Kildare,Kildare,79,48,102,1290
2020,Private flats/apartments,Kilkenny,Kilkenny,66,19,6,91
2020,Private flats/apartments,Laois,Laois,70,21,10,142
2020,Private flats/apartments,Leitrim,Leitrim,0,4,0,8
2020,Private flats/apartments,Limerick,Limerick,77,27,19,248
2020,Private flats/apartments,Longford,Longford,63,3,1,16
2020,Private flats/apartments,Louth,Louth,88,29,44,501
2020,Private flats/apartments,Mayo,Mayo,59,7,1,17
2020,Private flats/apartments,Meath,Meath,86,54,94,1088
2020,Private flats/apartments,Monaghan,Monaghan,0,2,0,4
2020,Private flats/apartments,Offaly,Offaly,70,8,3,43
2020,Private flats/apartments,Roscommon,Roscommon,86,3,3,35
2020,Private flats/apartments,Sligo,Sligo,111,6,1,9
2020,Private flats/apartments,Tipperary,Tipperary,66,15,8,122
2020,Private flats/apartments,Waterford,Waterford,74,19,9,122
2020,Private flats/apartments,Westmeath,Westmeath,81,21,26,320
2020,Private flats/apartments,Wexford,Wexford,80,27,30,373
2020,Private flats/apartments,Wicklow,Wicklow,91,23,58,637
2021,Houses,Carlow,Carlow,147,55,23,156
2021,Houses,Cavan,Cavan,275,80,22,80
2021,Houses,Clare,Clare,192,117,41,214
2021,Houses,Cork,Cork,180,363,115,638
2021,Houses,Donegal,Donegal,226,303,81,358
2021,Houses,Dublin,Dublin,161,188,67,417
2021,Houses,Galway,Galway,206,273,84,408
2021,Houses,Kerry,Kerry,226,145,35,155
2021,Houses,Kildare,Kildare,146,88,64,437
2021,Houses,Kilkenny,Kilkenny,146,112,53,362
2021,Houses,Laois,Laois,166,70,30,181
2021,Houses,Leitrim,Leitrim,227,27,10,44
2021,Houses,Limerick,Limerick,172,192,70,408
2021,Houses,Longford,Longford,214,44,12,56
2021,Houses,Louth,Louth,232,105,29,125
2021,Houses,Mayo,Mayo,227,181,46,203
2021,Houses,Meath,Meath,198,319,95,481
2021,Houses,Monaghan,Monaghan,243,105,27,111
2021,Houses,Offaly,Offaly,228,82,23,101
2021,Houses,Roscommon,Roscommon,239,77,22,92
2021,Houses,Sligo,Sligo,265,47,13,49
2021,Houses,Tipperary,Tipperary,167,126,44,264
2021,Houses,Waterford,Waterford,219,85,21,96
2021,Houses,Westmeath,Westmeath,139,84,59,425
2021,Houses,Wexford,Wexford,163,228,85,520
2021,Houses,Wicklow,Wicklow,139,121,56,402
2021,Multi development houses,Carlow,Carlow,103,6,11,107
2021,Multi development houses,Clare,Clare,133,8,14,105
2021,Multi development houses,Cork,Cork,127,25,38,300
2021,Multi development houses,Donegal,Donegal,136,11,9,66
2021,Multi development houses,Dublin,Dublin,157,38,42,267
2021,Multi development houses,Galway,Galway,116,12,17,147
2021,Multi development houses,Kerry,Kerry,176,7,3,17
2021,Multi development houses,Kildare,Kildare,125,10,45,359
